year,male_age,male_probDeathWithinYr,male_numberSurv,male_deathsWithinYr,male_personYrsWithinYr,male_personYrsLeft,male_lifeExp,female_age,female_probDeathWithinYr,female_numberSurv,female_deathsWithinYr,female_personYrsWithinYr,female_personYrsLeft,female_lifeExp
2050,51,0.00344,"94,719",326,"94,556","2,917,035",30.8,51,0.0022,"96,871",214,"96,764","3,271,212",33.77
2050,52,0.00367,"94,393",347,"94,220","2,822,479",29.9,52,0.0024,"96,657",232,"96,541","3,174,448",32.84
2050,53,0.00397,"94,047",373,"93,860","2,728,259",29.01,53,0.00264,"96,425",255,"96,298","3,077,906",31.92
2050,54,0.00432,"93,674",405,"93,471","2,634,399",28.12,54,0.00292,"96,170",281,"96,030","2,981,609",31
2050,55,0.00474,"93,269",442,"93,048","2,540,928",27.24,55,0.00325,"95,889",311,"95,734","2,885,579",30.09
2050,56,0.0052,"92,827",483,"92,585","2,447,880",26.37,56,0.0036,"95,578",344,"95,406","2,789,845",29.19
2050,57,0.0057,"92,344",526,"92,081","2,355,295",25.51,57,0.00398,"95,234",379,"95,044","2,694,439",28.29
2050,58,0.00623,"91,818",572,"91,532","2,263,214",24.65,58,0.00438,"94,854",416,"94,646","2,599,395",27.4
2050,59,0.00681,"91,245",622,"90,935","2,171,682",23.8,59,0.00481,"94,439",454,"94,211","2,504,749",26.52
2050,60,0.00746,"90,624",676,"90,286","2,080,748",22.96,60,0.00529,"93,984",497,"93,736","2,410,537",25.65
2050,61,0.0082,"89,948",738,"89,579","1,990,462",22.13,61,0.00583,"93,487",545,"93,215","2,316,801",24.78
2050,62,0.00907,"89,210",809,"88,805","1,900,883",21.31,62,0.00646,"92,943",600,"92,642","2,223,586",23.92
2050,63,0.0101,"88,401",892,"87,954","1,812,078",20.5,63,0.00719,"92,342",664,"92,010","2,130,944",23.08
2050,64,0.01125,"87,508",985,"87,016","1,724,123",19.7,64,0.00801,"91,679",735,"91,311","2,038,933",22.24
2050,65,0.01255,"86,523","1,086","85,981","1,637,107",18.92,65,0.00893,"90,944",812,"90,538","1,947,622",21.42
2050,66,0.01394,"85,438","1,191","84,842","1,551,127",18.16,66,0.00992,"90,132",894,"89,684","1,857,084",20.6
2050,67,0.01539,"84,247","1,296","83,599","1,466,285",17.4,67,0.01095,"89,237",977,"88,749","1,767,400",19.81
2050,68,0.01688,"82,951","1,400","82,251","1,382,686",16.67,68,0.012,"88,260","1,059","87,730","1,678,651",19.02
2050,69,0.01845,"81,551","1,504","80,799","1,300,435",15.95,69,0.01311,"87,201","1,143","86,629","1,590,921",18.24
2050,70,0.02023,"80,047","1,620","79,237","1,219,636",15.24,70,0.01437,"86,057","1,237","85,439","1,504,292",17.48
2050,71,0.02222,"78,427","1,743","77,556","1,140,399",14.54,71,0.01578,"84,820","1,338","84,151","1,418,853",16.73
2050,72,0.02427,"76,684","1,861","75,754","1,062,844",13.86,72,0.01724,"83,482","1,440","82,762","1,334,702",15.99
2050,73,0.02633,"74,823","1,970","73,838","987,090",13.19,73,0.01875,"82,043","1,538","81,273","1,251,939",15.26
2050,74,0.02853,"72,853","2,079","71,814","913,252",12.54,74,0.02036,"80,504","1,639","79,685","1,170,666",14.54
2050,75,0.03117,"70,774","2,206","69,671","841,438",11.89,75,0.02233,"78,865","1,761","77,984","1,090,981",13.83
2050,76,0.03427,"68,568","2,350","67,394","771,767",11.26,76,0.02463,"77,104","1,899","76,154","1,012,997",13.14
2050,77,0.0376,"66,219","2,489","64,974","704,373",10.64,77,0.02703,"75,204","2,033","74,188","936,843",12.46
2050,78,0.04113,"63,729","2,621","62,418","639,399",10.03,78,0.0295,"73,171","2,158","72,092","862,655",11.79
2050,79,0.04508,"61,108","2,755","59,730","576,981",9.44,79,0.03221,"71,013","2,288","69,869","790,563",11.13
2050,80,0.04951,"58,353","2,889","56,909","517,250",8.86,80,0.03537,"68,725","2,431","67,510","720,694",10.49
2050,81,0.05484,"55,464","3,042","53,943","460,342",8.3,81,0.03927,"66,295","2,604","64,993","653,185",9.85
2050,82,0.06153,"52,422","3,225","50,810","406,399",7.75,82,0.04417,"63,691","2,813","62,285","588,192",9.24
2050,83,0.06983,"49,197","3,435","47,479","355,589",7.23,83,0.05023,"60,878","3,058","59,349","525,907",8.64
2050,84,0.07951,"45,762","3,638","43,942","308,110",6.73,84,0.05739,"57,820","3,318","56,161","466,558",8.07
2050,85,0.0902,"42,123","3,799","40,224","264,167",6.27,85,0.06546,"54,502","3,568","52,718","410,397",7.53
2050,86,0.10157,"38,324","3,893","36,378","223,944",5.84,86,0.0743,"50,934","3,784","49,042","357,680",7.02
2050,87,0.11345,"34,431","3,906","32,478","187,566",5.45,87,0.08384,"47,149","3,953","45,173","308,638",6.55
2050,88,0.12581,"30,525","3,840","28,605","155,088",5.08,88,0.0941,"43,196","4,065","41,164","263,465",6.1
2050,89,0.13875,"26,685","3,702","24,833","126,483",4.74,89,0.10515,"39,131","4,115","37,074","222,301",5.68
2050,90,0.1524,"22,982","3,502","21,231","101,650",4.42,90,0.1171,"35,017","4,100","32,967","185,227",5.29
2050,91,0.16691,"19,480","3,251","17,854","80,419",4.13,91,0.13004,"30,916","4,020","28,906","152,261",4.92
2050,92,0.18242,"16,228","2,960","14,748","62,565",3.86,92,0.14408,"26,896","3,875","24,958","123,354",4.59
2050,93,0.19905,"13,268","2,641","11,947","47,817",3.6,93,0.1593,"23,021","3,667","21,187","98,396",4.27
2050,94,0.21689,"10,627","2,305","9,475","35,869",3.38,94,0.17576,"19,354","3,402","17,653","77,209",3.99
2050,95,0.2346,"8,322","1,952","7,346","26,395",3.17,95,0.1924,"15,952","3,069","14,417","59,556",3.73
2050,96,0.25191,"6,370","1,605","5,567","19,049",2.99,96,0.20894,"12,883","2,692","11,537","45,139",3.5
2050,97,0.2685,"4,765","1,279","4,125","13,481",2.83,97,0.2251,"10,191","2,294","9,044","33,601",3.3
2050,98,0.28405,"3,486",990,"2,991","9,356",2.68,98,0.24055,"7,897","1,900","6,947","24,557",3.11
2050,99,0.29825,"2,496",744,"2,123","6,365",2.55,99,0.25499,"5,997","1,529","5,233","17,610",2.94
2050,100,0.31317,"1,751",548,"1,477","4,242",2.42,100,0.27029,"4,468","1,208","3,864","12,377",2.77
2050,101,0.32882,"1,203",396,"1,005","2,765",2.3,101,0.2865,"3,261",934,"2,793","8,513",2.61
2050,102,0.34526,807,279,668,"1,760",2.18,102,0.30369,"2,326",706,"1,973","5,719",2.46
2050,103,0.36253,529,192,433,"1,092",2.07,103,0.32192,"1,620",521,"1,359","3,746",2.31
2050,104,0.38065,337,128,273,659,1.96,104,0.34123,"1,098",375,911,"2,387",2.17
2050,105,0.39969,209,83,167,386,1.85,105,0.3617,724,262,593,"1,476",2.04
2050,106,0.41967,125,53,99,219,1.75,106,0.38341,462,177,373,883,1.91
2050,107,0.44065,73,32,57,120,1.65,107,0.40641,285,116,227,510,1.79
2050,108,0.46269,41,19,31,63,1.56,108,0.43079,169,73,133,283,1.68
2050,109,0.48582,22,11,17,32,1.47,109,0.45664,96,44,74,151,1.56
2050,110,0.51011,11,6,8,16,1.38,110,0.48404,52,25,40,76,1.46
2050,111,0.53562,6,3,4,7,1.3,111,0.51308,27,14,20,37,1.36
2050,112,0.5624,3,1,2,3,1.22,112,0.54387,13,7,10,17,1.26
2050,113,0.59052,1,1,1,1,1.14,113,0.5765,6,3,4,7,1.17
2050,114,0.62004,0,0,0,0,1.07,114,0.61109,3,2,2,3,1.09
2050,115,0.65105,0,0,0,0,1,115,0.64776,1,1,1,1,1
2050,116,0.6836,0,0,0,0,0.93,116,0.6836,0,0,0,0,0.93
2050,117,0.71778,0,0,0,0,0.87,117,0.71778,0,0,0,0,0.87
2050,118,0.75367,0,0,0,0,0.81,118,0.75367,0,0,0,0,0.81
2050,119,0.79135,0,0,0,0,0.75,119,0.79135,0,0,0,0,0.75
2060,0,0.00243,"100,000",243,"99,786","8,018,402",80.18,0,0.00206,"100,000",206,"99,821","8,393,390",83.93
2060,1,0.0002,"99,757",20,"99,747","7,918,616",79.38,1,0.00017,"99,795",17,"99,786","8,293,569",83.11
2060,2,0.00014,"99,737",14,"99,730","7,818,870",78.4,2,0.00011,"99,777",11,"99,772","8,193,783",82.12
2060,3,0.00011,"99,723",11,"99,717","7,719,140",77.41,3,0.00008,"99,766",8,"99,762","8,094,011",81.13
2060,4,0.00009,"99,712",9,"99,707","7,619,422",76.41,4,0.00006,"99,758",6,"99,754","7,994,249",80.14
2060,5,0.00008,"99,703",8,"99,699","7,519,715",75.42,5,0.00006,"99,751",6,"99,748","7,894,495",79.14
2060,6,0.00008,"99,695",8,"99,691","7,420,016",74.43,6,0.00006,"99,745",6,"99,742","7,794,746",78.15
2060,7,0.00007,"99,687",7,"99,684","7,320,325",73.43,7,0.00006,"99,739",6,"99,736","7,695,004",77.15
2060,8,0.00006,"99,680",6,"99,677","7,220,641",72.44,8,0.00005,"99,733",5,"99,731","7,595,267",76.16
2060,9,0.00005,"99,674",4,"99,672","7,120,964",71.44,9,0.00005,"99,728",5,"99,726","7,495,536",75.16
2060,10,0.00003,"99,669",3,"99,668","7,021,293",70.45,10,0.00004,"99,723",4,"99,721","7,395,811",74.16
2060,11,0.00003,"99,666",3,"99,665","6,921,625",69.45,11,0.00004,"99,719",4,"99,717","7,296,089",73.17
2060,12,0.00007,"99,663",7,"99,660","6,821,960",68.45,12,0.00005,"99,715",5,"99,713","7,196,372",72.17
2060,13,0.00014,"99,656",14,"99,649","6,722,301",67.45,13,0.00009,"99,710",8,"99,706","7,096,659",71.17
2060,14,0.00025,"99,642",25,"99,630","6,622,652",66.46,14,0.00013,"99,702",13,"99,695","6,996,953",70.18
2060,15,0.00036,"99,618",36,"99,600","6,523,022",65.48,15,0.00018,"99,689",18,"99,680","6,897,258",69.19
2060,16,0.00047,"99,582",47,"99,558","6,423,422",64.5,16,0.00023,"99,671",22,"99,660","6,797,578",68.2
2060,17,0.00056,"99,535",56,"99,507","6,323,864",63.53,17,0.00026,"99,648",26,"99,636","6,697,919",67.22
2060,18,0.00064,"99,479",63,"99,448","6,224,357",62.57,18,0.00027,"99,623",27,"99,609","6,598,283",66.23
2060,19,0.00069,"99,416",69,"99,381","6,124,909",61.61,19,0.00028,"99,595",27,"99,582","6,498,674",65.25
2060,20,0.00075,"99,347",74,"99,310","6,025,528",60.65,20,0.00028,"99,568",27,"99,554","6,399,092",64.27
2060,21,0.0008,"99,273",80,"99,233","5,926,218",59.7,21,0.00028,"99,541",28,"99,527","6,299,538",63.29
2060,22,0.00083,"99,193",82,"99,152","5,826,985",58.74,22,0.00028,"99,513",28,"99,499","6,200,011",62.3
2060,23,0.00082,"99,111",81,"99,070","5,727,833",57.79,23,0.00029,"99,485",29,"99,471","6,100,512",61.32
2060,24,0.00079,"99,029",78,"98,991","5,628,763",56.84,24,0.0003,"99,456",29,"99,442","6,001,041",60.34
2060,25,0.00074,"98,952",74,"98,915","5,529,772",55.88,25,0.0003,"99,427",30,"99,412","5,901,600",59.36
2060,26,0.00071,"98,878",70,"98,843","5,430,857",54.92,26,0.00032,"99,397",31,"99,381","5,802,188",58.37
2060,27,0.00069,"98,808",68,"98,774","5,332,014",53.96,27,0.00033,"99,365",33,"99,349","5,702,807",57.39
2060,28,0.00069,"98,740",68,"98,706","5,233,240",53,28,0.00035,"99,332",35,"99,315","5,603,458",56.41
2060,29,0.00072,"98,672",71,"98,636","5,134,534",52.04,29,0.00038,"99,298",37,"99,279","5,504,143",55.43
2060,30,0.00075,"98,601",74,"98,564","5,035,898",51.07,30,0.00041,"99,260",40,"99,240","5,404,864",54.45
2060,31,0.00078,"98,527",77,"98,489","4,937,334",50.11,31,0.00044,"99,220",44,"99,198","5,305,624",53.47
2060,32,0.00083,"98,450",81,"98,410","4,838,845",49.15,32,0.00048,"99,176",48,"99,152","5,206,426",52.5
2060,33,0.00089,"98,369",87,"98,325","4,740,436",48.19,33,0.00053,"99,129",53,"99,102","5,107,274",51.52
2060,34,0.00095,"98,282",94,"98,235","4,642,110",47.23,34,0.00059,"99,076",58,"99,047","5,008,171",50.55
2060,35,0.00103,"98,188",101,"98,137","4,543,875",46.28,35,0.00065,"99,018",64,"98,986","4,909,124",49.58
2060,36,0.00112,"98,087",110,"98,032","4,445,738",45.32,36,0.00071,"98,954",70,"98,919","4,810,138",48.61
2060,37,0.00122,"97,977",119,"97,917","4,347,706",44.37,37,0.00078,"98,883",77,"98,845","4,711,220",47.64
2060,38,0.00132,"97,858",129,"97,793","4,249,788",43.43,38,0.00085,"98,806",84,"98,764","4,612,375",46.68
2060,39,0.00144,"97,729",140,"97,658","4,151,995",42.48,39,0.00092,"98,722",91,"98,677","4,513,611",45.72
2060,40,0.00156,"97,588",152,"97,512","4,054,337",41.55,40,0.001,"98,631",99,"98,582","4,414,934",44.76
2060,41,0.00169,"97,436",165,"97,354","3,956,825",40.61,41,0.00108,"98,533",107,"98,479","4,316,352",43.81
2060,42,0.00183,"97,271",178,"97,183","3,859,471",39.68,42,0.00116,"98,426",114,"98,369","4,217,873",42.85
2060,43,0.00197,"97,094",191,"96,998","3,762,288",38.75,43,0.00123,"98,312",121,"98,252","4,119,504",41.9
2060,44,0.00211,"96,903",205,"96,800","3,665,290",37.82,44,0.0013,"98,191",127,"98,128","4,021,252",40.95
2060,45,0.00228,"96,698",220,"96,588","3,568,490",36.9,45,0.00137,"98,064",135,"97,997","3,923,124",40.01
2060,46,0.00245,"96,478",237,"96,359","3,471,902",35.99,46,0.00146,"97,929",143,"97,858","3,825,128",39.06
2060,47,0.00261,"96,241",251,"96,115","3,375,543",35.07,47,0.00156,"97,786",152,"97,710","3,727,270",38.12
2060,48,0.00274,"95,990",263,"95,859","3,279,427",34.16,48,0.00166,"97,634",162,"97,553","3,629,560",37.18
2060,49,0.00285,"95,727",273,"95,591","3,183,568",33.26,49,0.00177,"97,472",173,"97,386","3,532,006",36.24
2060,50,0.00299,"95,454",285,"95,312","3,087,978",32.35,50,0.0019,"97,300",185,"97,208","3,434,620",35.3
2060,51,0.00315,"95,169",300,"95,019","2,992,666",31.45,51,0.00205,"97,115",199,"97,016","3,337,412",34.37
2060,52,0.00337,"94,869",320,"94,709","2,897,647",30.54,52,0.00224,"96,916",217,"96,807","3,240,397",33.44
2060,53,0.00364,"94,549",344,"94,377","2,802,938",29.65,53,0.00246,"96,699",238,"96,580","3,143,589",32.51
2060,54,0.00397,"94,205",374,"94,018","2,708,560",28.75,54,0.00272,"96,461",262,"96,330","3,047,009",31.59
2060,55,0.00436,"93,831",409,"93,626","2,614,543",27.86,55,0.00302,"96,199",291,"96,053","2,950,680",30.67
2060,56,0.00479,"93,422",448,"93,198","2,520,916",26.98,56,0.00336,"95,908",322,"95,747","2,854,627",29.76
2060,57,0.00526,"92,974",489,"92,730","2,427,719",26.11,57,0.00371,"95,586",355,"95,408","2,758,880",28.86
2060,58,0.00574,"92,485",531,"92,220","2,334,989",25.25,58,0.00408,"95,231",389,"95,036","2,663,472",27.97
2060,59,0.00628,"91,954",577,"91,665","2,242,769",24.39,59,0.00448,"94,842",424,"94,630","2,568,436",27.08
2060,60,0.00687,"91,377",628,"91,063","2,151,104",23.54,60,0.00491,"94,418",464,"94,186","2,473,806",26.2
2060,61,0.00755,"90,749",686,"90,406","2,060,041",22.7,61,0.00541,"93,954",508,"93,700","2,379,620",25.33
2060,62,0.00837,"90,064",754,"89,687","1,969,634",21.87,62,0.006,"93,446",561,"93,165","2,285,920",24.46
2060,63,0.00933,"89,310",834,"88,893","1,879,947",21.05,63,0.00669,"92,885",622,"92,574","2,192,754",23.61
2060,64,0.01044,"88,476",923,"88,015","1,791,054",20.24,64,0.00748,"92,263",690,"91,918","2,100,180",22.76
2060,65,0.01167,"87,553","1,021","87,042","1,703,040",19.45,65,0.00836,"91,573",766,"91,190","2,008,262",21.93
2060,66,0.01298,"86,531","1,124","85,970","1,615,998",18.68,66,0.0093,"90,807",845,"90,385","1,917,072",21.11
2060,67,0.01435,"85,408","1,226","84,795","1,530,028",17.91,67,0.01028,"89,962",925,"89,500","1,826,687",20.31
2060,68,0.01575,"84,182","1,326","83,519","1,445,233",17.17,68,0.01127,"89,037","1,004","88,536","1,737,187",19.51
2060,69,0.01721,"82,856","1,426","82,143","1,361,714",16.43,69,0.01231,"88,034","1,084","87,492","1,648,652",18.73
2060,70,0.01888,"81,430","1,537","80,661","1,279,571",15.71,70,0.01349,"86,950","1,173","86,364","1,561,160",17.95
2060,71,0.02073,"79,892","1,656","79,064","1,198,910",15.01,71,0.0148,"85,778","1,270","85,143","1,474,796",17.19
2060,72,0.02264,"78,236","1,771","77,351","1,119,845",14.31,72,0.01617,"84,508","1,366","83,825","1,389,653",16.44
2060,73,0.02456,"76,465","1,878","75,526","1,042,495",13.63,73,0.01757,"83,142","1,461","82,411","1,305,828",15.71
2060,74,0.0266,"74,587","1,984","73,595","966,969",12.96,74,0.01908,"81,681","1,558","80,902","1,223,417",14.98
2060,75,0.02908,"72,603","2,111","71,547","893,374",12.3,75,0.02092,"80,123","1,676","79,284","1,142,516",14.26
2060,76,0.03198,"70,492","2,254","69,365","821,827",11.66,76,0.02308,"78,446","1,810","77,541","1,063,231",13.55
2060,77,0.03506,"68,238","2,393","67,041","752,462",11.03,77,0.0253,"76,636","1,939","75,667","985,690",12.86
2060,78,0.03831,"65,845","2,522","64,584","685,420",10.41,78,0.02754,"74,697","2,057","73,669","910,023",12.18
2060,79,0.04192,"63,323","2,654","61,995","620,837",9.8,79,0.03001,"72,640","2,180","71,550","836,355",11.51
2060,80,0.04597,"60,668","2,789","59,274","558,841",9.21,80,0.03286,"70,460","2,315","69,303","764,805",10.85
2060,81,0.05089,"57,880","2,945","56,407","499,567",8.63,81,0.03644,"68,145","2,483","66,903","695,502",10.21
2060,82,0.05719,"54,934","3,142","53,363","443,160",8.07,82,0.04104,"65,662","2,695","64,314","628,599",9.57
2060,83,0.06514,"51,792","3,374","50,106","389,797",7.53,83,0.04686,"62,967","2,950","61,491","564,285",8.96
2060,84,0.07449,"48,419","3,607","46,615","339,692",7.02,84,0.05378,"60,016","3,227","58,402","502,793",8.38
2060,85,0.08481,"44,812","3,801","42,911","293,076",6.54,85,0.06157,"56,789","3,497","55,040","444,391",7.83
2060,86,0.09576,"41,011","3,927","39,048","250,165",6.1,86,0.07007,"53,292","3,734","51,425","389,350",7.31
2060,87,0.10712,"37,084","3,973","35,098","211,117",5.69,87,0.07918,"49,558","3,924","47,596","337,925",6.82
2060,88,0.11888,"33,111","3,936","31,143","176,020",5.32,88,0.08891,"45,634","4,057","43,605","290,330",6.36
2060,89,0.13112,"29,175","3,825","27,263","144,876",4.97,89,0.09934,"41,576","4,130","39,511","246,725",5.93
2060,90,0.14401,"25,350","3,651","23,525","117,614",4.64,90,0.11058,"37,446","4,141","35,376","207,213",5.53
2060,91,0.1577,"21,699","3,422","19,988","94,089",4.34,91,0.12276,"33,306","4,089","31,261","171,837",5.16
2060,92,0.17236,"18,277","3,150","16,702","74,101",4.05,92,0.13599,"29,217","3,973","27,231","140,576",4.81
2060,93,0.18812,"15,127","2,846","13,704","57,399",3.79,93,0.15037,"25,244","3,796","23,346","113,345",4.49
2060,94,0.20509,"12,281","2,519","11,022","43,695",3.56,94,0.16597,"21,448","3,560","19,668","89,999",4.2
2060,95,0.22195,"9,762","2,167","8,679","32,673",3.35,95,0.18175,"17,888","3,251","16,263","70,331",3.93
2060,96,0.2384,"7,596","1,811","6,690","23,994",3.16,96,0.19743,"14,637","2,890","13,192","54,068",3.69
2060,97,0.25415,"5,785","1,470","5,050","17,304",2.99,97,0.21273,"11,747","2,499","10,498","40,876",3.48
2060,98,0.2689,"4,315","1,160","3,735","12,254",2.84,98,0.22735,"9,248","2,103","8,197","30,378",3.28
2060,99,0.28235,"3,154",891,"2,709","8,519",2.7,99,0.241,"7,146","1,722","6,285","22,181",3.1
2060,100,0.29647,"2,264",671,"1,928","5,810",2.57,100,0.25546,"5,424","1,385","4,731","15,896",2.93
2060,101,0.31129,"1,593",496,"1,345","3,882",2.44,101,0.27078,"4,038","1,093","3,491","11,165",2.76
2060,102,0.32685,"1,097",359,918,"2,537",2.31,102,0.28703,"2,945",845,"2,522","7,674",2.61
2060,103,0.3432,738,253,612,"1,620",2.19,103,0.30425,"2,099",639,"1,780","5,152",2.45
2060,104,0.36036,485,175,398,"1,008",2.08,104,0.32251,"1,461",471,"1,225","3,372",2.31
2060,105,0.37838,310,117,252,611,1.97,105,0.34186,990,338,820,"2,146",2.17
2060,106,0.39729,193,77,155,359,1.86,106,0.36237,651,236,533,"1,326",2.04
2060,107,0.41716,116,48,92,205,1.76,107,0.38411,415,160,336,793,1.91
2060,108,0.43802,68,30,53,113,1.66,108,0.40716,256,104,204,457,1.79
2060,109,0.45992,38,18,29,60,1.57,109,0.43159,152,65,119,253,1.67
2060,110,0.48291,21,10,16,30,1.48,110,0.45748,86,39,66,135,1.56
2060,111,0.50706,11,5,8,15,1.39,111,0.48493,47,23,35,68,1.46
2060,112,0.53241,5,3,4,7,1.31,112,0.51403,24,12,18,33,1.36
2060,113,0.55903,2,1,2,3,1.23,113,0.54487,12,6,9,15,1.26
2060,114,0.58698,1,1,1,1,1.15,114,0.57756,5,3,4,6,1.17
2060,115,0.61633,0,0,0,0,1.08,115,0.61221,2,1,2,2,1.08
2060,116,0.64715,0,0,0,0,1.01,116,0.64715,1,1,1,1,1.01
2060,117,0.67951,0,0,0,0,0.94,117,0.67951,0,0,0,0,0.94
2060,118,0.71348,0,0,0,0,0.88,118,0.71348,0,0,0,0,0.88
2060,119,0.74916,0,0,0,0,0.82,119,0.74916,0,0,0,0,0.82
2070,0,0.00205,"100,000",205,"99,820","8,096,884",80.97,0,0.00173,"100,000",173,"99,849","8,460,168",84.6
2070,1,0.00018,"99,795",18,"99,786","7,997,064",80.14,1,0.00015,"99,827",15,"99,819","8,360,319",83.75
2070,2,0.00012,"99,777",12,"99,771","7,897,278",79.15,2,0.0001,"99,812",10,"99,807","8,260,500",82.76
2070,3,0.0001,"99,765",10,"99,760","7,797,507",78.16,3,0.00007,"99,802",7,"99,798","8,160,694",81.77
2070,4,0.00008,"99,755",8,"99,751","7,697,747",77.17,4,0.00006,"99,794",5,"99,792","8,060,896",80.78
2070,5,0.00007,"99,747",7,"99,744","7,597,996",76.17,5,0.00005,"99,789",5,"99,786","7,961,104",79.78
2070,6,0.00007,"99,740",7,"99,737","7,498,253",75.18,6,0.00005,"99,783",5,"99,781","7,861,318",78.78
2070,7,0.00007,"99,733",6,"99,730","7,398,516",74.18,7,0.00005,"99,778",5,"99,775","7,761,537",77.79
2070,8,0.00005,"99,727",5,"99,724","7,298,786",73.19,8,0.00005,"99,773",5,"99,770","7,661,762",76.79
2070,9,0.00004,"99,721",4,"99,719","7,199,062",72.19,9,0.00004,"99,768",4,"99,766","7,561,991",75.8
2070,10,0.00003,"99,717",2,"99,716","7,099,343",71.19,10,0.00004,"99,764",3,"99,762","7,462,225",74.8
2070,11,0.00003,"99,715",3,"99,714","6,999,627",70.2,11,0.00003,"99,760",3,"99,759","7,362,463",73.8
2070,12,0.00006,"99,712",6,"99,710","6,899,913",69.2,12,0.00005,"99,757",5,"99,755","7,262,705",72.8
2070,13,0.00013,"99,707",13,"99,700","6,800,204",68.2,13,0.00008,"99,752",8,"99,748","7,162,950",71.81
2070,14,0.00022,"99,694",22,"99,683","6,700,503",67.21,14,0.00012,"99,745",12,"99,739","7,063,202",70.81
2070,15,0.00033,"99,672",33,"99,655","6,600,820",66.23,15,0.00017,"99,733",16,"99,725","6,963,463",69.82
2070,16,0.00043,"99,639",43,"99,617","6,501,165",65.25,16,0.00021,"99,716",21,"99,706","6,863,739",68.83
2070,17,0.00052,"99,596",52,"99,570","6,401,548",64.28,17,0.00024,"99,696",24,"99,684","6,764,033",67.85
2070,18,0.00059,"99,544",59,"99,515","6,301,978",63.31,18,0.00026,"99,672",25,"99,659","6,664,349",66.86
2070,19,0.00064,"99,485",64,"99,454","6,202,464",62.35,19,0.00026,"99,646",26,"99,633","6,564,690",65.88
2070,20,0.00069,"99,422",69,"99,387","6,103,010",61.38,20,0.00026,"99,621",25,"99,608","6,465,057",64.9
2070,21,0.00074,"99,353",74,"99,316","6,003,623",60.43,21,0.00026,"99,595",26,"99,582","6,365,449",63.91
2070,22,0.00077,"99,279",76,"99,241","5,904,307",59.47,22,0.00026,"99,570",26,"99,557","6,265,866",62.93
2070,23,0.00076,"99,203",75,"99,166","5,805,065",58.52,23,0.00027,"99,544",27,"99,530","6,166,310",61.95
2070,24,0.00073,"99,128",72,"99,092","5,705,899",57.56,24,0.00027,"99,517",27,"99,503","6,066,779",60.96
2070,25,0.00069,"99,056",68,"99,022","5,606,807",56.6,25,0.00028,"99,490",28,"99,476","5,967,276",59.98
2070,26,0.00065,"98,988",65,"98,956","5,507,785",55.64,26,0.00029,"99,462",29,"99,447","5,867,800",59
2070,27,0.00064,"98,924",63,"98,892","5,408,829",54.68,27,0.00031,"99,432",31,"99,417","5,768,353",58.01
2070,28,0.00064,"98,861",63,"98,829","5,309,936",53.71,28,0.00033,"99,402",32,"99,386","5,668,936",57.03
2070,29,0.00066,"98,798",65,"98,765","5,211,107",52.75,29,0.00035,"99,370",35,"99,352","5,569,551",56.05
2070,30,0.00069,"98,732",68,"98,698","5,112,342",51.78,30,0.00038,"99,335",38,"99,316","5,470,199",55.07
2070,31,0.00072,"98,664",71,"98,629","5,013,643",50.82,31,0.00041,"99,297",41,"99,277","5,370,883",54.09
2070,32,0.00076,"98,593",75,"98,556","4,915,014",49.85,32,0.00045,"99,256",44,"99,234","5,271,606",53.11
2070,33,0.00082,"98,518",80,"98,478","4,816,459",48.89,33,0.00049,"99,212",49,"99,187","5,172,372",52.13
2070,34,0.00088,"98,438",86,"98,395","4,717,981",47.93,34,0.00055,"99,163",54,"99,136","5,073,185",51.16
2070,35,0.00095,"98,351",93,"98,305","4,619,586",46.97,35,0.0006,"99,109",60,"99,079","4,974,049",50.19
2070,36,0.00103,"98,258",101,"98,207","4,521,281",46.01,36,0.00066,"99,049",66,"99,016","4,874,970",49.22
2070,37,0.00112,"98,157",110,"98,102","4,423,074",45.06,37,0.00073,"98,984",72,"98,948","4,775,953",48.25
2070,38,0.00122,"98,047",119,"97,988","4,324,972",44.11,38,0.00079,"98,912",78,"98,873","4,677,006",47.28
2070,39,0.00132,"97,928",129,"97,863","4,226,984",43.16,39,0.00086,"98,834",85,"98,791","4,578,133",46.32
2070,40,0.00143,"97,799",140,"97,729","4,129,121",42.22,40,0.00093,"98,749",92,"98,703","4,479,342",45.36
2070,41,0.00155,"97,658",152,"97,583","4,031,392",41.28,41,0.00101,"98,657",99,"98,607","4,380,639",44.4
2070,42,0.00168,"97,507",164,"97,425","3,933,809",40.34,42,0.00108,"98,558",106,"98,504","4,282,031",43.45
2070,43,0.00181,"97,343",176,"97,255","3,836,384",39.41,43,0.00115,"98,451",113,"98,395","4,183,527",42.49
2070,44,0.00194,"97,167",189,"97,073","3,739,129",38.48,44,0.00121,"98,338",119,"98,279","4,085,132",41.54
2070,45,0.00209,"96,979",203,"96,877","3,642,056",37.56,45,0.00128,"98,220",126,"98,157","3,986,853",40.59
2070,46,0.00225,"96,776",218,"96,667","3,545,179",36.63,46,0.00136,"98,094",134,"98,027","3,888,696",39.64
2070,47,0.00239,"96,558",231,"96,443","3,448,512",35.71,47,0.00145,"97,960",142,"97,889","3,790,669",38.7
2070,48,0.00251,"96,327",242,"96,206","3,352,069",34.8,48,0.00155,"97,818",151,"97,743","3,692,780",37.75
2070,49,0.00262,"96,085",252,"95,959","3,255,863",33.89,49,0.00165,"97,667",161,"97,587","3,595,037",36.81
